purchase_id,customer_id,purchase_date,product_category,payment_method,purchase_amount,items_quantity,discount_applied,discount_amount
831,604,2024-08-25,Beauty,Gift Card,304.36,5,False,0.0
832,691,2024-09-09,Books,Credit Card,176.95,5,True,27.27
833,919,2024-09-02,Books,Credit Card,116.14,1,False,0.0
834,292,2024-08-13,Home & Garden,Gift Card,300.28,4,True,37.14
835,837,2024-10-05,Clothing,PayPal,333.11,6,True,34.65
836,945,2024-09-02,Clothing,Debit Card,340.15,9,False,0.0
837,291,2024-07-21,Clothing,Gift Card,375.43,8,False,0.0
838,355,2024-11-12,Books,Debit Card,235.99,10,True,40.11
839,539,2024-11-17,Beauty,Credit Card,352.67,9,False,0.0
840,810,2024-08-26,Home & Garden,PayPal,436.47,3,False,0.0
841,547,2024-11-30,Home & Garden,Credit Card,90.19,2,False,0.0
842,788,2024-10-15,Sports,Debit Card,33.19,10,False,0.0
843,866,2024-10-17,Beauty,Credit Card,480.49,8,True,25.53
844,966,2024-07-30,Clothing,Gift Card,233.89,9,False,0.0
845,689,2024-10-14,Clothing,Debit Card,233.5,9,False,0.0
846,133,2024-11-24,Sports,PayPal,77.73,6,False,0.0
847,507,2024-08-01,Electronics,Gift Card,333.12,9,True,33.94
848,924,2024-07-16,Sports,PayPal,350.11,7,True,13.11
849,171,2024-09-16,Sports,Credit Card,255.01,9,False,0.0
850,687,2024-12-03,Electronics,Gift Card,102.77,1,False,0.0
851,912,2024-08-24,Books,Credit Card,436.64,8,True,3.5
852,370,2024-08-16,Clothing,PayPal,179.34,5,True,25.16
853,342,2024-08-01,Sports,PayPal,281.93,10,True,18.63
854,771,2024-07-16,Beauty,PayPal,64.17,8,False,0.0
855,71,2024-10-23,Beauty,Debit Card,181.88,5,True,44.78
856,259,2024-08-15,Electronics,Gift Card,319.37,8,False,0.0
857,255,2024-09-21,Beauty,Credit Card,404.94,9,True,38.76
858,399,2024-09-22,Home & Garden,Credit Card,274.52,9,True,2.54
859,391,2024-10-01,Books,Gift Card,311.65,1,True,7.51
860,714,2024-08-05,Beauty,Debit Card,214.41,8,True,28.0
861,134,2024-10-30,Electronics,Debit Card,203.52,3,True,10.57
862,733,2024-07-10,Home & Garden,Credit Card,475.23,6,True,3.35
863,958,2024-11-17,Clothing,Gift Card,142.53,1,False,0.0
864,349,2024-08-07,Sports,Credit Card,152.48,1,True,2.11
865,428,2024-08-07,Clothing,Gift Card,446.5,6,False,0.0
866,276,2024-09-16,Sports,Credit Card,213.09,4,False,0.0
867,64,2024-07-22,Sports,PayPal,288.12,8,False,0.0
868,634,2024-09-13,Beauty,Debit Card,312.85,5,True,31.92
869,445,2024-09-07,Clothing,PayPal,22.08,7,True,11.41
870,309,2024-06-25,Home & Garden,Debit Card,116.02,3,False,0.0
871,237,2024-10-10,Home & Garden,Credit Card,281.79,6,True,46.91
872,197,2024-08-21,Beauty,Credit Card,155.73,7,False,0.0
873,261,2024-07-06,Home & Garden,Gift Card,102.62,5,False,0.0
874,456,2024-07-19,Beauty,Gift Card,367.99,6,False,0.0
875,425,2024-07-09,Clothing,Debit Card,463.81,6,True,43.41
876,753,2024-11-19,Home & Garden,Credit Card,11.72,1,False,0.0
877,697,2024-08-07,Sports,Debit Card,348.07,8,False,0.0
878,551,2024-09-18,Home & Garden,Gift Card,28.16,10,False,0.0
879,220,2024-12-03,Electronics,Debit Card,305.17,6,True,35.3
880,497,2024-11-29,Clothing,Debit Card,405.22,7,True,23.15
881,881,2024-09-17,Home & Garden,Debit Card,154.34,6,False,0.0
882,228,2024-12-10,Home & Garden,Gift Card,420.23,3,True,31.68
883,817,2024-06-22,Clothing,Gift Card,34.59,5,False,0.0
884,217,2024-09-22,Home & Garden,Gift Card,366.36,4,False,0.0
885,492,2024-06-29,Electronics,Debit Card,198.88,9,False,0.0
886,608,2024-10-17,Sports,PayPal,342.14,7,True,46.03
887,128,2024-08-27,Electronics,Gift Card,417.67,9,True,17.18
888,269,2024-10-02,Home & Garden,Gift Card,135.11,6,False,0.0
889,994,2024-12-07,Electronics,PayPal,112.78,3,False,0.0
890,880,2024-11-17,Sports,Credit Card,402.31,10,False,0.0
891,422,2024-07-09,Sports,PayPal,62.66,2,False,0.0
892,506,2024-07-09,Clothing,PayPal,468.99,2,False,0.0
893,929,2024-06-15,Sports,Credit Card,259.94,4,True,30.84
894,419,2024-07-14,Clothing,PayPal,477.1,5,True,35.25
895,282,2024-08-01,Electronics,Gift Card,378.89,5,False,0.0
896,14,2024-07-12,Beauty,Debit Card,464.25,3,True,17.07
897,666,2024-07-13,Home & Garden,PayPal,131.89,3,False,0.0
898,784,2024-09-04,Sports,PayPal,244.73,6,False,0.0
899,948,2024-09-24,Home & Garden,Credit Card,441.32,9,True,41.85
900,188,2024-08-02,Books,Gift Card,359.89,1,False,0.0
901,665,2024-10-30,Clothing,PayPal,159.05,10,False,0.0
902,962,2024-08-27,Sports,Gift Card,115.45,4,False,0.0
903,934,2024-10-29,Beauty,Debit Card,397.47,10,False,0.0
904,940,2024-07-24,Beauty,Credit Card,377.18,2,False,0.0
905,691,2024-10-01,Beauty,PayPal,288.78,7,True,18.99
906,522,2024-06-23,Books,PayPal,414.02,7,False,0.0
907,761,2024-09-19,Beauty,Credit Card,433.87,9,True,49.29
908,820,2024-08-12,Clothing,Debit Card,73.38,6,False,0.0
909,881,2024-09-01,Books,Debit Card,192.4,4,True,1.41
910,37,2024-06-20,Books,Gift Card,113.53,2,False,0.0
911,975,2024-11-28,Sports,Credit Card,127.72,8,False,0.0
912,544,2024-09-11,Sports,Credit Card,289.62,2,False,0.0
913,980,2024-09-23,Books,Debit Card,180.29,1,True,11.22
914,866,2024-06-22,Books,Gift Card,191.54,5,False,0.0
915,896,2024-11-22,Electronics,Gift Card,323.76,4,True,48.96
916,609,2024-06-23,Electronics,Debit Card,269.16,8,False,0.0
917,247,2024-11-07,Beauty,Gift Card,242.51,3,False,0.0
918,477,2024-12-02,Sports,Debit Card,69.69,5,True,31.26
919,254,2024-11-07,Beauty,Credit Card,380.03,9,False,0.0
920,621,2024-07-12,Beauty,Credit Card,346.64,1,True,10.27
921,776,2024-11-23,Home & Garden,Gift Card,417.27,8,True,48.13
922,490,2024-10-29,Sports,PayPal,70.85,3,True,6.67
923,437,2024-08-14,Beauty,Credit Card,92.84,9,False,0.0
924,100,2024-09-20,Electronics,PayPal,102.66,6,True,43.54
925,473,2024-08-01,Home & Garden,Debit Card,427.52,8,False,0.0
926,983,2024-10-25,Clothing,PayPal,463.77,10,True,29.67
927,761,2024-11-16,Electronics,Gift Card,72.28,9,True,18.57
928,217,2024-09-28,Books,Gift Card,236.64,7,False,0.0
929,314,2024-09-09,Beauty,Gift Card,425.72,9,False,0.0
930,801,2024-10-09,Sports,Gift Card,267.84,5,False,0.0
931,221,2024-11-14,Beauty,Gift Card,25.61,5,False,0.0
932,965,2024-12-11,Sports,Credit Card,378.19,3,False,0.0
933,812,2024-07-13,Books,Debit Card,254.2,7,False,0.0
934,851,2024-07-21,Beauty,Credit Card,307.13,10,False,0.0
935,176,2024-07-09,Clothing,Gift Card,328.17,2,False,0.0
936,139,2024-06-19,Electronics,PayPal,272.93,9,True,38.83
937,148,2024-11-01,Clothing,Gift Card,112.8,4,True,28.55
938,104,2024-11-13,Sports,Gift Card,49.07,9,True,18.2
939,405,2024-11-29,Home & Garden,Debit Card,98.25,9,True,13.91
940,743,2024-11-27,Sports,Gift Card,432.55,3,False,0.0
941,635,2024-10-20,Electronics,Credit Card,446.67,7,True,38.08
942,889,2024-06-20,Clothing,Debit Card,135.7,7,False,0.0
943,517,2024-10-11,Sports,PayPal,384.89,2,True,20.79
944,465,2024-11-18,Sports,Debit Card,111.47,8,False,0.0
945,438,2024-08-10,Home & Garden,PayPal,87.14,8,False,0.0
946,287,2024-10-16,Books,PayPal,108.17,2,True,0.56
947,65,2024-07-17,Home & Garden,PayPal,28.46,3,False,0.0
948,867,2024-11-18,Home & Garden,Gift Card,101.6,5,False,0.0
949,62,2024-06-27,Electronics,Debit Card,201.28,3,False,0.0
950,69,2024-11-30,Sports,PayPal,215.36,6,False,0.0
951,75,2024-10-20,Beauty,Gift Card,352.45,5,False,0.0
952,450,2024-07-20,Books,Credit Card,474.38,2,False,0.0
953,833,2024-08-03,Books,Gift Card,28.53,2,True,8.62
954,684,2024-09-05,Sports,Debit Card,376.74,4,True,38.45
955,303,2024-07-19,Electronics,Debit Card,422.12,6,False,0.0
956,959,2024-11-09,Electronics,Gift Card,251.76,5,True,38.93
957,972,2024-10-19,Sports,Credit Card,417.52,7,False,0.0
958,144,2024-06-21,Books,Credit Card,128.82,7,False,0.0
959,420,2024-09-07,Electronics,Credit Card,87.65,2,False,0.0
960,810,2024-11-16,Beauty,Gift Card,234.35,9,False,0.0
961,659,2024-12-11,Clothing,PayPal,279.06,2,False,0.0
962,343,2024-12-12,Electronics,Gift Card,498.48,1,False,0.0
963,244,2024-06-15,Home & Garden,Credit Card,161.88,4,False,0.0
964,162,2024-07-04,Electronics,Gift Card,449.29,5,True,15.01
965,315,2024-12-02,Beauty,Debit Card,324.13,3,True,22.17
966,164,2024-07-24,Sports,Debit Card,229.83,10,False,0.0
967,793,2024-10-13,Clothing,PayPal,170.45,4,False,0.0
968,372,2024-10-19,Electronics,Credit Card,435.66,1,True,34.03
969,620,2024-08-24,Beauty,Gift Card,79.41,9,False,0.0
970,71,2024-11-18,Beauty,Gift Card,284.6,4,False,0.0
971,908,2024-09-29,Home & Garden,Credit Card,31.94,5,False,0.0
972,645,2024-10-13,Beauty,PayPal,277.5,1,False,0.0
973,554,2024-10-30,Home & Garden,PayPal,332.95,3,False,0.0
974,131,2024-08-15,Electronics,Gift Card,443.46,1,True,21.66
975,127,2024-12-01,Electronics,Debit Card,233.44,1,False,0.0
976,876,2024-08-01,Clothing,Credit Card,121.04,9,True,16.81
977,102,2024-09-13,Beauty,Gift Card,306.84,6,False,0.0
978,262,2024-08-25,Beauty,Debit Card,154.71,2,False,0.0
979,514,2024-10-23,Sports,Debit Card,158.53,4,True,24.85
980,992,2024-08-18,Books,PayPal,315.48,5,False,0.0
981,928,2024-07-09,Electronics,Debit Card,343.44,5,False,0.0
982,6,2024-07-14,Beauty,Gift Card,242.21,7,True,10.25
983,698,2024-08-06,Clothing,Debit Card,393.48,3,False,0.0
984,480,2024-10-11,Electronics,Credit Card,173.7,2,True,5.23
985,942,2024-12-04,Clothing,Credit Card,288.92,1,True,10.61
986,946,2024-10-17,Home & Garden,Credit Card,397.46,9,False,0.0
987,520,2024-09-14,Clothing,Gift Card,270.72,7,True,21.86
988,495,2024-08-17,Home & Garden,Debit Card,76.5,6,True,17.99
989,446,2024-08-10,Books,Debit Card,494.77,10,False,0.0
990,85,2024-08-19,Electronics,Debit Card,189.19,10,False,0.0
991,774,2024-07-25,Clothing,Gift Card,322.46,5,False,0.0
992,752,2024-06-25,Clothing,Credit Card,355.37,2,True,10.55
993,824,2024-06-18,Books,Gift Card,38.31,3,True,31.8
994,944,2024-08-29,Books,PayPal,278.96,4,True,1.14
995,543,2024-10-01,Beauty,Gift Card,263.48,9,False,0.0
996,993,2024-10-23,Beauty,Gift Card,441.96,1,True,42.12
997,156,2024-10-17,Clothing,Gift Card,382.75,4,False,0.0
998,577,2024-12-12,Books,Credit Card,296.71,5,True,8.66
999,378,2024-07-05,Clothing,Credit Card,95.12,5,False,0.0
1000,107,2024-08-29,Sports,Debit Card,153.98,5,True,6.99
1001,735,2024-08-03,Sports,PayPal,170.15,3,True,18.54
1002,255,2024-11-14,Books,Gift Card,399.64,7,False,0.0
1003,712,2024-10-05,Clothing,Credit Card,483.64,5,True,28.66
1004,652,2024-09-30,Home & Garden,Debit Card,36.94,10,False,0.0
1005,875,2024-07-28,Sports,Credit Card,86.27,9,True,21.05
1006,797,2024-08-27,Electronics,Debit Card,447.69,9,False,0.0
1007,665,2024-09-03,Clothing,Gift Card,323.81,3,False,0.0
1008,85,2024-08-13,Home & Garden,Gift Card,38.2,1,True,17.28
1009,436,2024-09-16,Clothing,PayPal,445.05,4,True,30.68
1010,297,2024-07-28,Sports,PayPal,467.76,9,True,47.17
1011,322,2024-09-05,Books,Gift Card,195.36,8,False,0.0
1012,129,2024-09-11,Beauty,Gift Card,438.07,2,False,0.0
1013,990,2024-06-25,Books,Gift Card,354.86,1,True,32.3
1014,287,2024-09-12,Sports,PayPal,183.73,2,True,9.47
1015,930,2024-10-07,Books,Debit Card,302.47,7,True,26.58
1016,93,2024-11-24,Home & Garden,Credit Card,16.14,6,False,0.0
1017,60,2024-07-05,Home & Garden,PayPal,366.4,3,False,0.0
1018,324,2024-11-20,Electronics,Gift Card,341.02,5,True,15.22
1019,689,2024-07-02,Clothing,Credit Card,232.44,9,False,0.0
1020,618,2024-07-23,Beauty,Debit Card,209.5,10,True,20.5
1021,674,2024-10-21,Books,Debit Card,420.11,10,True,27.06
1022,759,2024-11-30,Clothing,Credit Card,308.47,9,True,12.56
1023,683,2024-08-17,Home & Garden,Debit Card,473.43,4,False,0.0
1024,867,2024-11-21,Beauty,Credit Card,467.73,5,False,0.0
1025,88,2024-12-12,Clothing,Gift Card,48.98,7,False,0.0
1026,873,2024-10-30,Clothing,Gift Card,341.37,6,True,43.88
1027,851,2024-07-21,Sports,Gift Card,368.01,7,False,0.0
1028,27,2024-12-11,Electronics,PayPal,191.15,9,False,0.0
1029,125,2024-09-16,Clothing,Credit Card,323.25,4,False,0.0
1030,398,2024-11-03,Home & Garden,Gift Card,468.55,3,False,0.0
1031,963,2024-06-25,Sports,Gift Card,103.74,2,False,0.0
1032,258,2024-08-28,Clothing,PayPal,361.25,5,False,0.0
1033,412,2024-09-23,Sports,PayPal,40.27,6,False,0.0
1034,17,2024-10-14,Beauty,Gift Card,226.96,10,True,12.66
1035,753,2024-08-22,Electronics,Credit Card,416.44,3,True,42.65
1036,20,2024-09-29,Home & Garden,Credit Card,499.6,7,False,0.0
1037,780,2024-11-05,Sports,Debit Card,469.21,1,False,0.0
1038,390,2024-09-19,Beauty,PayPal,225.76,6,False,0.0
1039,345,2024-08-16,Books,Gift Card,404.5,7,False,0.0
1040,514,2024-10-30,Home & Garden,Debit Card,419.22,6,True,40.07
1041,908,2024-08-27,Electronics,Gift Card,288.62,5,False,0.0
1042,184,2024-11-22,Electronics,Credit Card,458.17,9,True,6.25
1043,789,2024-10-25,Electronics,PayPal,56.2,5,False,0.0
1044,117,2024-07-29,Home & Garden,PayPal,419.09,2,True,42.58
1045,377,2024-06-15,Home & Garden,Gift Card,124.16,3,False,0.0
1046,932,2024-07-09,Home & Garden,Debit Card,192.71,6,False,0.0
1047,587,2024-11-13,Sports,PayPal,241.7,4,False,0.0
1048,602,2024-08-01,Beauty,PayPal,240.78,2,True,47.79
1049,626,2024-12-01,Electronics,Debit Card,141.13,3,True,5.49
1050,856,2024-08-02,Beauty,Debit Card,296.02,5,False,0.0
1051,439,2024-06-17,Books,Credit Card,358.97,10,True,29.19
1052,177,2024-07-18,Sports,Gift Card,486.4,2,True,22.54
1053,815,2024-07-01,Beauty,Credit Card,403.26,4,True,40.97
1054,779,2024-10-27,Electronics,Credit Card,16.21,2,True,17.86
1055,338,2024-06-30,Home & Garden,Gift Card,198.74,9,False,0.0
1056,318,2024-10-06,Electronics,Gift Card,392.53,4,False,0.0
1057,96,2024-12-10,Books,Debit Card,375.43,3,False,0.0
1058,25,2024-07-29,Electronics,Credit Card,187.85,9,True,40.28
1059,522,2024-12-10,Home & Garden,Credit Card,96.65,4,False,0.0
1060,477,2024-07-10,Sports,Credit Card,328.22,2,False,0.0
1061,948,2024-08-19,Books,PayPal,75.55,5,False,0.0
1062,500,2024-11-04,Electronics,Debit Card,183.67,4,True,12.57
1063,110,2024-11-13,Home & Garden,Debit Card,86.15,6,True,47.87
1064,727,2024-10-06,Beauty,PayPal,375.64,10,False,0.0
1065,339,2024-11-14,Beauty,Gift Card,150.23,9,False,0.0
1066,732,2024-11-13,Beauty,Gift Card,310.07,7,False,0.0
1067,879,2024-11-23,Beauty,PayPal,54.4,6,True,2.23
1068,297,2024-07-03,Sports,PayPal,180.82,10,True,47.62
1069,67,2024-10-23,Beauty,Credit Card,490.7,1,True,17.68
1070,495,2024-12-04,Clothing,Gift Card,158.92,1,False,0.0
1071,200,2024-07-17,Books,Debit Card,139.63,4,True,19.9
1072,274,2024-11-10,Clothing,Credit Card,321.16,1,False,0.0
1073,706,2024-09-02,Books,Gift Card,481.73,4,True,39.68
1074,393,2024-12-01,Beauty,PayPal,312.2,7,True,40.2
1075,712,2024-07-16,Sports,Credit Card,23.26,5,False,0.0
1076,206,2024-11-05,Sports,PayPal,125.18,6,True,9.55
1077,726,2024-09-11,Beauty,Debit Card,73.82,6,False,0.0
1078,83,2024-11-13,Sports,Gift Card,242.28,6,False,0.0
1079,764,2024-10-24,Beauty,PayPal,492.12,5,False,0.0
1080,628,2024-07-06,Books,Debit Card,413.75,2,True,7.69
1081,612,2024-08-23,Books,Gift Card,87.14,3,True,1.01
1082,756,2024-10-16,Clothing,Gift Card,489.96,7,True,10.15
1083,295,2024-09-04,Clothing,Credit Card,272.23,3,False,0.0
1084,634,2024-07-17,Sports,PayPal,83.86,8,True,19.08
1085,587,2024-06-23,Books,Debit Card,247.79,5,True,25.39
1086,337,2024-09-23,Beauty,PayPal,440.34,1,False,0.0
1087,683,2024-08-29,Sports,Gift Card,94.4,8,False,0.0
1088,187,2024-08-24,Electronics,Credit Card,287.56,10,False,0.0
1089,109,2024-10-07,Home & Garden,Credit Card,257.39,4,True,49.42
1090,396,2024-08-08,Electronics,Debit Card,253.83,10,True,36.32
1091,475,2024-09-04,Home & Garden,Debit Card,316.39,5,False,0.0
1092,339,2024-06-30,Beauty,Credit Card,76.24,3,True,0.37
1093,627,2024-12-11,Sports,Credit Card,428.5,1,True,5.19
1094,139,2024-12-07,Beauty,Credit Card,183.66,2,False,0.0
1095,779,2024-08-25,Electronics,Gift Card,424.17,10,False,0.0
1096,667,2024-07-20,Sports,Gift Card,420.27,10,True,49.52
1097,278,2024-11-06,Clothing,Debit Card,141.49,9,True,5.11
1098,932,2024-10-25,Electronics,Credit Card,284.65,10,False,0.0
1099,807,2024-11-17,Beauty,PayPal,111.97,9,True,5.61
1100,49,2024-11-02,Home & Garden,Gift Card,461.19,9,True,24.93
1101,692,2024-11-03,Clothing,Debit Card,358.94,2,True,18.32
1102,933,2024-08-14,Beauty,PayPal,280.67,10,False,0.0
1103,750,2024-09-05,Books,Debit Card,86.51,6,True,29.1
1104,845,2024-11-27,Home & Garden,Debit Card,232.65,6,False,0.0
1105,313,2024-06-28,Sports,Gift Card,255.54,5,True,2.32
1106,257,2024-12-09,Books,PayPal,199.52,7,True,29.1
1107,270,2024-08-09,Home & Garden,PayPal,98.93,1,False,0.0
1108,175,2024-09-05,Electronics,Debit Card,140.33,5,False,0.0
1109,420,2024-10-20,Clothing,Credit Card,185.07,9,False,0.0
1110,968,2024-11-25,Sports,Gift Card,326.82,1,False,0.0
1111,632,2024-06-26,Clothing,Credit Card,168.59,5,False,0.0
1112,774,2024-11-14,Electronics,PayPal,368.09,8,True,14.45
1113,25,2024-06-23,Clothing,Gift Card,125.23,7,True,34.92
1114,878,2024-11-10,Books,Credit Card,482.02,9,False,0.0
1115,517,2024-08-25,Beauty,Credit Card,280.83,1,True,13.76
1116,792,2024-12-01,Electronics,Credit Card,60.28,3,False,0.0
1117,484,2024-10-17,Books,Gift Card,174.71,10,True,14.29
1118,381,2024-09-08,Sports,Credit Card,343.49,3,True,0.67
1119,458,2024-08-07,Clothing,Gift Card,85.56,9,True,38.15
1120,578,2024-10-13,Books,PayPal,419.26,4,False,0.0
1121,227,2024-10-26,Sports,Debit Card,175.77,8,True,19.16
1122,284,2024-08-12,Sports,Gift Card,21.17,9,False,0.0
1123,262,2024-08-03,Electronics,PayPal,295.87,5,False,0.0
1124,890,2024-08-25,Books,PayPal,318.16,3,False,0.0
1125,488,2024-11-24,Beauty,Credit Card,353.42,4,True,11.94
1126,907,2024-07-03,Beauty,PayPal,383.46,9,False,0.0
1127,286,2024-07-28,Electronics,Credit Card,126.36,10,True,29.88
1128,443,2024-07-26,Home & Garden,Gift Card,49.36,9,True,24.29
1129,850,2024-06-15,Books,Debit Card,275.17,10,True,44.66
1130,152,2024-10-17,Beauty,Gift Card,96.03,7,False,0.0
1131,112,2024-11-29,Books,Credit Card,251.23,5,False,0.0
1132,711,2024-10-15,Beauty,PayPal,212.81,9,True,44.41
1133,353,2024-07-07,Beauty,Credit Card,327.85,6,False,0.0
1134,650,2024-08-05,Beauty,Debit Card,81.61,5,True,28.35
1135,501,2024-09-17,Clothing,Credit Card,257.16,4,True,32.99
1136,992,2024-11-16,Home & Garden,Debit Card,302.7,6,False,0.0
1137,230,2024-08-08,Electronics,PayPal,63.51,4,False,0.0
1138,147,2024-09-14,Home & Garden,PayPal,186.49,9,True,39.68
1139,683,2024-08-01,Books,Credit Card,411.5,10,True,11.2
1140,710,2024-08-05,Clothing,PayPal,164.1,1,True,34.27
1141,228,2024-09-20,Beauty,Debit Card,456.49,3,True,36.44
1142,543,2024-07-04,Clothing,Debit Card,313.12,2,False,0.0
1143,236,2024-06-25,Books,Credit Card,350.04,10,True,44.26
1144,981,2024-07-10,Home & Garden,Gift Card,279.48,10,True,17.82
1145,615,2024-07-16,Sports,Credit Card,181.63,8,False,0.0
1146,224,2024-12-07,Books,Gift Card,455.73,7,True,45.87
1147,662,2024-11-08,Sports,Debit Card,374.86,8,False,0.0
1148,888,2024-08-27,Clothing,Credit Card,62.12,2,False,0.0
1149,112,2024-07-27,Electronics,PayPal,242.16,7,True,44.07
1150,810,2024-09-02,Clothing,Credit Card,73.4,4,False,0.0
1151,806,2024-12-09,Books,PayPal,337.21,9,False,0.0
1152,941,2024-12-03,Clothing,Gift Card,23.0,10,False,0.0
1153,943,2024-08-12,Electronics,Debit Card,486.76,8,False,0.0
1154,670,2024-12-12,Clothing,Gift Card,81.98,4,True,13.63
1155,152,2024-11-26,Beauty,Debit Card,260.58,3,False,0.0
1156,851,2024-11-18,Electronics,Debit Card,176.43,2,True,17.87
1157,709,2024-12-09,Home & Garden,PayPal,243.0,8,False,0.0
1158,161,2024-11-29,Home & Garden,Gift Card,457.99,9,True,48.2
1159,679,2024-06-20,Sports,Credit Card,475.17,2,True,4.95
1160,959,2024-10-06,Beauty,Gift Card,269.42,3,True,42.89
1161,231,2024-11-14,Home & Garden,PayPal,212.38,9,True,44.24
1162,986,2024-07-09,Clothing,Gift Card,469.76,10,True,32.43
1163,256,2024-11-03,Clothing,Gift Card,341.51,4,True,20.15
1164,39,2024-08-23,Books,Debit Card,121.76,9,True,12.16
1165,1000,2024-11-12,Electronics,Credit Card,59.41,2,False,0.0
1166,436,2024-08-12,Clothing,Debit Card,337.79,2,False,0.0
1167,9,2024-09-07,Books,Debit Card,46.58,8,False,0.0
1168,136,2024-07-30,Electronics,Gift Card,419.95,3,False,0.0
1169,150,2024-08-23,Home & Garden,PayPal,124.24,4,False,0.0
1170,293,2024-08-11,Home & Garden,Credit Card,363.35,10,False,0.0
1171,602,2024-07-20,Beauty,Credit Card,358.64,9,True,27.56
1172,196,2024-07-12,Sports,PayPal,108.42,1,True,41.98
1173,516,2024-07-06,Books,Debit Card,232.64,6,False,0.0
1174,288,2024-11-14,Beauty,Gift Card,85.18,6,True,40.05
1175,567,2024-07-10,Home & Garden,PayPal,160.48,8,True,49.23
1176,824,2024-09-19,Books,PayPal,403.67,1,True,24.69
1177,460,2024-08-19,Books,PayPal,56.9,10,True,20.27
1178,59,2024-11-28,Electronics,PayPal,150.43,4,True,12.47
1179,175,2024-10-28,Sports,Gift Card,119.08,9,True,35.18
1180,117,2024-10-17,Sports,Debit Card,10.35,9,True,46.79
1181,544,2024-08-20,Home & Garden,Credit Card,71.74,8,True,15.14
1182,682,2024-07-05,Electronics,Credit Card,479.78,3,False,0.0
1183,233,2024-08-29,Clothing,Debit Card,155.86,3,True,28.86
1184,677,2024-12-03,Home & Garden,Credit Card,93.88,5,False,0.0
1185,113,2024-07-03,Sports,Gift Card,399.65,9,True,22.58
1186,279,2024-08-31,Electronics,Debit Card,240.01,5,False,0.0
1187,185,2024-09-07,Books,Debit Card,324.71,3,False,0.0
1188,500,2024-11-15,Beauty,Credit Card,442.55,2,False,0.0
1189,543,2024-06-16,Sports,PayPal,132.35,7,False,0.0
1190,744,2024-07-29,Beauty,Credit Card,377.71,1,True,34.77
1191,154,2024-10-09,Sports,Credit Card,170.91,2,False,0.0
1192,844,2024-10-30,Sports,Credit Card,404.44,6,False,0.0
1193,212,2024-09-12,Electronics,PayPal,190.33,7,False,0.0
1194,78,2024-11-13,Electronics,PayPal,78.67,1,False,0.0
1195,386,2024-11-25,Home & Garden,Gift Card,140.07,10,True,10.35
1196,989,2024-11-03,Clothing,Credit Card,494.48,4,True,11.7
1197,816,2024-08-28,Beauty,PayPal,266.04,6,False,0.0
1198,446,2024-10-11,Clothing,Credit Card,361.7,1,True,5.43
1199,543,2024-11-12,Electronics,PayPal,405.7,5,False,0.0
1200,615,2024-07-22,Clothing,Gift Card,277.07,4,False,0.0
1201,415,2024-08-14,Books,Debit Card,322.99,1,True,26.08
1202,717,2024-06-19,Sports,Debit Card,40.24,4,True,36.48
1203,23,2024-09-21,Books,Gift Card,446.92,9,False,0.0
1204,47,2024-12-02,Electronics,Gift Card,221.83,1,True,6.49
1205,800,2024-10-02,Home & Garden,PayPal,465.58,2,True,10.65
1206,434,2024-10-13,Books,PayPal,410.31,4,False,0.0
1207,215,2024-11-02,Sports,PayPal,337.65,4,True,13.63
1208,105,2024-09-02,Sports,Debit Card,373.24,4,False,0.0
1209,40,2024-08-10,Electronics,PayPal,437.38,2,False,0.0
1210,576,2024-06-21,Books,Credit Card,346.1,9,False,0.0
1211,575,2024-11-15,Beauty,PayPal,85.32,4,False,0.0
1212,806,2024-08-01,Home & Garden,Gift Card,128.52,7,True,11.43
1213,385,2024-10-15,Sports,Debit Card,364.08,10,True,42.91
1214,840,2024-12-09,Clothing,Debit Card,388.77,2,True,8.47
1215,358,2024-08-21,Home & Garden,PayPal,36.01,10,True,46.29
1216,342,2024-09-24,Books,Credit Card,244.95,7,False,0.0
1217,789,2024-10-09,Beauty,Credit Card,321.67,4,True,8.11
1218,796,2024-06-16,Sports,Debit Card,220.22,1,False,0.0
1219,213,2024-09-17,Sports,Debit Card,436.56,2,False,0.0
1220,332,2024-07-31,Books,Gift Card,115.5,6,True,13.27
1221,897,2024-07-03,Sports,PayPal,61.98,4,True,48.56
1222,788,2024-11-27,Clothing,Gift Card,337.33,6,True,19.27
1223,40,2024-12-06,Beauty,PayPal,309.16,10,True,21.86
1224,965,2024-10-12,Sports,Gift Card,219.16,5,False,0.0
1225,35,2024-09-13,Electronics,Debit Card,446.3,1,False,0.0
1226,544,2024-08-05,Books,PayPal,400.77,2,False,0.0
1227,350,2024-09-11,Sports,Debit Card,218.53,4,False,0.0
1228,369,2024-07-27,Books,PayPal,392.09,1,True,42.0
1229,976,2024-08-23,Electronics,Gift Card,495.72,5,False,0.0
1230,79,2024-07-06,Clothing,PayPal,191.53,7,True,46.4
1231,532,2024-06-26,Books,PayPal,309.2,9,True,47.41
1232,745,2024-08-31,Books,Debit Card,256.46,10,False,0.0
1233,775,2024-09-09,Electronics,Gift Card,319.34,1,True,19.39
1234,352,2024-07-14,Books,Debit Card,74.54,6,True,14.71
1235,917,2024-07-05,Books,Credit Card,50.57,5,True,34.79
1236,573,2024-10-15,Sports,Gift Card,374.1,9,False,0.0
1237,937,2024-07-17,Beauty,PayPal,400.23,4,False,0.0
1238,35,2024-10-26,Books,Credit Card,391.68,10,True,18.07
