customer_id,loyalty_points,tier,points_earned_ytd,points_redeemed_ytd,last_reward_date,tier_benefits,remaining_points
508,8072,Gold,771,2576,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6267
509,8260,Platinum,4010,345,2024-11-30,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",11925
510,2553,Gold,3954,1278,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5229
511,9020,Bronze,1830,667,,"['Basic Support', 'Birthday Reward']",10183
512,5869,Platinum,1139,1639,2024-09-17,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5369
513,9754,Bronze,292,72,,"['Basic Support', 'Birthday Reward']",9974
514,580,Platinum,3584,2808,2024-11-25,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",1356
515,439,Bronze,3759,1191,2024-12-10,"['Basic Support', 'Birthday Reward']",3007
516,4371,Silver,3927,2265,2024-10-07,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6033
517,2678,Platinum,2164,1070,2024-09-18,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3772
518,3602,Platinum,4159,367,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7394
519,5128,Bronze,2742,2706,2024-09-19,"['Basic Support', 'Birthday Reward']",5164
520,3890,Platinum,591,1193,2024-11-08,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3288
521,5006,Bronze,843,573,2024-09-18,"['Basic Support', 'Birthday Reward']",5276
522,1800,Silver,2164,2177,2024-10-05,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1787
523,2648,Platinum,2009,23,2024-10-09,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4634
524,2574,Silver,2625,1678,2024-11-22,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3521
525,3849,Silver,416,802,2024-11-22,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3463
526,1757,Bronze,144,213,2024-11-05,"['Basic Support', 'Birthday Reward']",1688
527,3639,Bronze,1149,1002,2024-11-21,"['Basic Support', 'Birthday Reward']",3786
528,8040,Gold,1419,652,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8807
529,3257,Gold,4704,1341,2024-12-02,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6620
530,6124,Gold,2007,2047,2024-10-11,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6084
531,1362,Bronze,2280,440,,"['Basic Support', 'Birthday Reward']",3202
532,3952,Platinum,3564,2597,2024-10-25,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4919
533,4460,Silver,2036,882,2024-09-14,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5614
534,5939,Gold,76,881,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5134
535,1104,Platinum,816,2810,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",-890
536,2131,Gold,578,1402,2024-12-11,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",1307
537,3373,Gold,3609,1631,2024-10-06,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5351
538,3492,Gold,2852,2584,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3760
539,4387,Bronze,315,1056,,"['Basic Support', 'Birthday Reward']",3646
540,2178,Platinum,0,2390,2024-11-15,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",-212
541,94,Bronze,3651,643,2024-11-26,"['Basic Support', 'Birthday Reward']",3102
542,8562,Bronze,3110,1686,2024-11-05,"['Basic Support', 'Birthday Reward']",9986
543,4355,Bronze,2505,1507,2024-11-18,"['Basic Support', 'Birthday Reward']",5353
544,8658,Platinum,2965,2639,2024-12-08,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8984
545,1469,Silver,805,327,2024-12-03,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1947
546,4519,Gold,987,1191,2024-11-24,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4315
547,8174,Silver,3207,1160,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",10221
548,3251,Bronze,4979,1899,2024-11-20,"['Basic Support', 'Birthday Reward']",6331
549,8494,Gold,524,1876,2024-09-29,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7142
550,2406,Gold,3887,312,2024-10-12,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5981
551,7069,Platinum,2970,1193,2024-11-09,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8846
552,5558,Bronze,3917,1849,2024-09-18,"['Basic Support', 'Birthday Reward']",7626
553,9918,Silver,2918,1448,2024-11-09,"['Priority Support', 'Free Shipping', 'Birthday Reward']",11388
554,9850,Gold,4230,2765,2024-10-17,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",11315
555,2998,Gold,1701,1921,2024-11-16,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",2778
556,7149,Silver,3341,2203,2024-11-19,"['Priority Support', 'Free Shipping', 'Birthday Reward']",8287
557,7947,Silver,4009,2053,2024-12-08,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9903
558,9780,Gold,2732,2381,2024-09-28,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",10131
559,8127,Platinum,2141,926,2024-11-18,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9342
560,7188,Platinum,2309,2239,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7258
561,6118,Silver,4291,1201,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9208
562,7186,Bronze,149,978,,"['Basic Support', 'Birthday Reward']",6357
563,3917,Bronze,4550,2652,2024-11-27,"['Basic Support', 'Birthday Reward']",5815
564,8267,Silver,1339,647,2024-10-23,"['Priority Support', 'Free Shipping', 'Birthday Reward']",8959
565,4725,Platinum,2788,228,2024-12-01,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7285
566,4840,Bronze,2046,1073,2024-10-17,"['Basic Support', 'Birthday Reward']",5813
567,9151,Bronze,1226,1499,,"['Basic Support', 'Birthday Reward']",8878
568,5267,Gold,4176,1022,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8421
569,768,Platinum,2204,90,2024-09-22,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",2882
570,2154,Gold,2389,2996,2024-11-04,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",1547
571,3111,Bronze,4638,738,2024-09-25,"['Basic Support', 'Birthday Reward']",7011
572,9860,Bronze,1311,1520,2024-10-05,"['Basic Support', 'Birthday Reward']",9651
573,9887,Bronze,2669,885,,"['Basic Support', 'Birthday Reward']",11671
574,1984,Bronze,3956,2910,2024-10-23,"['Basic Support', 'Birthday Reward']",3030
575,150,Silver,2304,1873,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",581
576,4060,Gold,2126,2928,2024-10-21,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3258
577,3569,Gold,3658,1643,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5584
578,7265,Gold,2386,1639,2024-10-10,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8012
579,1860,Bronze,518,2236,2024-11-19,"['Basic Support', 'Birthday Reward']",142
580,8782,Silver,1845,747,2024-11-16,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9880
581,458,Bronze,1372,635,2024-09-21,"['Basic Support', 'Birthday Reward']",1195
582,2129,Gold,3126,1900,2024-11-16,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3355
583,6875,Platinum,4488,2407,2024-10-12,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8956
584,3215,Platinum,889,38,2024-09-17,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4066
585,9558,Platinum,4299,2107,2024-11-30,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",11750
586,7036,Platinum,1706,403,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8339
587,8310,Silver,2481,2188,2024-11-14,"['Priority Support', 'Free Shipping', 'Birthday Reward']",8603
588,7712,Gold,3342,2713,2024-11-23,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8341
589,8807,Platinum,76,104,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8779
590,9063,Bronze,200,563,,"['Basic Support', 'Birthday Reward']",8700
591,5342,Silver,3139,535,2024-12-05,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7946
592,308,Gold,493,1817,2024-10-03,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",-1016
593,2407,Bronze,4064,253,,"['Basic Support', 'Birthday Reward']",6218
594,2257,Bronze,2255,2857,2024-09-26,"['Basic Support', 'Birthday Reward']",1655
595,6271,Platinum,134,1999,2024-10-30,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4406
596,7571,Bronze,1505,584,2024-11-03,"['Basic Support', 'Birthday Reward']",8492
597,9242,Silver,3188,2811,2024-10-30,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9619
598,4180,Gold,2404,1130,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5454
599,3691,Silver,1664,38,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5317
600,8502,Bronze,1834,2478,2024-10-19,"['Basic Support', 'Birthday Reward']",7858
601,4769,Gold,3176,1443,2024-12-07,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6502
602,7612,Silver,904,2136,2024-11-17,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6380
603,3712,Platinum,1173,1317,2024-09-15,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3568
604,5590,Gold,4956,2438,2024-10-18,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8108
605,8462,Gold,2541,711,2024-10-18,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",10292
606,7904,Silver,4547,1480,2024-10-05,"['Priority Support', 'Free Shipping', 'Birthday Reward']",10971
607,3700,Gold,4264,2580,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5384
608,3998,Bronze,3839,367,,"['Basic Support', 'Birthday Reward']",7470
609,5407,Bronze,3582,2341,2024-11-02,"['Basic Support', 'Birthday Reward']",6648
610,296,Silver,2735,1102,2024-12-03,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1929
611,910,Platinum,1147,2960,2024-09-25,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",-903
612,2113,Silver,290,351,2024-10-29,"['Priority Support', 'Free Shipping', 'Birthday Reward']",2052
613,1675,Gold,600,2930,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",-655
614,3108,Silver,37,146,2024-11-27,"['Priority Support', 'Free Shipping', 'Birthday Reward']",2999
615,9967,Bronze,1708,2500,,"['Basic Support', 'Birthday Reward']",9175
616,1709,Platinum,2546,215,2024-11-15,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4040
617,8756,Gold,4591,2796,2024-11-13,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",10551
618,664,Silver,1663,483,2024-09-29,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1844
619,707,Bronze,2827,1892,,"['Basic Support', 'Birthday Reward']",1642
620,223,Silver,1165,76,2024-09-19,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1312
621,2613,Bronze,4963,1294,,"['Basic Support', 'Birthday Reward']",6282
622,944,Bronze,3484,227,2024-10-19,"['Basic Support', 'Birthday Reward']",4201
623,369,Bronze,3825,2405,2024-09-26,"['Basic Support', 'Birthday Reward']",1789
624,5416,Bronze,691,2486,,"['Basic Support', 'Birthday Reward']",3621
625,7372,Bronze,4478,665,2024-11-02,"['Basic Support', 'Birthday Reward']",11185
626,8217,Platinum,3444,1182,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",10479
627,316,Gold,2975,2118,2024-09-15,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",1173
628,2975,Silver,4462,2326,2024-10-09,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5111
629,5960,Silver,3065,1647,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7378
630,4084,Bronze,3988,1043,,"['Basic Support', 'Birthday Reward']",7029
631,6827,Gold,172,24,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6975
632,3434,Bronze,1959,707,2024-10-11,"['Basic Support', 'Birthday Reward']",4686
633,9264,Silver,4734,1421,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",12577
634,7617,Gold,1309,1463,2024-11-24,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7463
635,2610,Gold,3969,2748,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3831
636,6362,Silver,3285,986,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",8661
637,7176,Bronze,4830,1433,2024-10-02,"['Basic Support', 'Birthday Reward']",10573
638,6,Bronze,3619,2985,2024-12-10,"['Basic Support', 'Birthday Reward']",640
639,3465,Platinum,3864,1952,2024-11-10,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5377
640,6794,Gold,3801,2752,2024-10-14,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7843
641,9598,Silver,2326,2425,2024-12-03,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9499
642,9406,Gold,3247,1444,2024-09-19,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",11209
643,4216,Silver,3626,1932,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5910
644,9447,Bronze,231,1307,2024-09-18,"['Basic Support', 'Birthday Reward']",8371
645,5556,Gold,1989,1497,2024-11-26,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",6048
646,7793,Gold,1851,1554,2024-10-21,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8090
647,9735,Platinum,1596,2567,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8764
648,2536,Platinum,4533,1018,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",6051
649,7434,Platinum,102,2876,2024-11-17,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4660
650,817,Silver,4565,2858,2024-11-07,"['Priority Support', 'Free Shipping', 'Birthday Reward']",2524
651,4531,Gold,418,1681,2024-10-02,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3268
652,7956,Gold,2198,655,2024-10-31,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",9499
653,2706,Gold,2887,2518,2024-09-28,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3075
654,6997,Silver,3597,609,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9985
655,7930,Gold,4402,1887,2024-12-01,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",10445
656,4528,Gold,4053,1537,2024-12-09,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7044
657,5735,Silver,762,224,2024-10-30,"['Priority Support', 'Free Shipping', 'Birthday Reward']",6273
658,3151,Gold,1822,771,2024-10-15,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4202
659,9762,Platinum,3214,2413,2024-10-11,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",10563
660,2813,Platinum,2315,1201,2024-10-09,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3927
661,4335,Bronze,1817,2936,2024-12-01,"['Basic Support', 'Birthday Reward']",3216
662,4752,Silver,3138,144,2024-09-23,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7746
663,3229,Platinum,3789,1052,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5966
664,8462,Platinum,4572,1053,2024-11-04,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",11981
665,4685,Gold,1008,982,2024-11-27,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4711
666,9826,Platinum,4840,1783,2024-11-12,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",12883
667,5893,Bronze,844,1367,2024-10-21,"['Basic Support', 'Birthday Reward']",5370
668,2631,Silver,535,2253,2024-10-08,"['Priority Support', 'Free Shipping', 'Birthday Reward']",913
669,391,Gold,540,2459,2024-10-08,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",-1528
670,6189,Bronze,1662,2831,2024-09-20,"['Basic Support', 'Birthday Reward']",5020
671,2665,Bronze,1942,350,2024-10-18,"['Basic Support', 'Birthday Reward']",4257
672,5842,Gold,4639,1694,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8787
673,7139,Bronze,1906,1397,,"['Basic Support', 'Birthday Reward']",7648
674,1920,Silver,1258,147,2024-10-05,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3031
675,9889,Gold,4294,2724,2024-11-21,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",11459
676,4668,Bronze,1756,785,2024-11-28,"['Basic Support', 'Birthday Reward']",5639
677,5360,Gold,4661,267,2024-11-25,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",9754
678,3486,Bronze,1992,1226,2024-11-12,"['Basic Support', 'Birthday Reward']",4252
679,4254,Bronze,88,442,2024-10-27,"['Basic Support', 'Birthday Reward']",3900
680,7446,Silver,4063,1931,2024-12-06,"['Priority Support', 'Free Shipping', 'Birthday Reward']",9578
681,6395,Gold,3562,2159,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",7798
682,5586,Bronze,2124,2720,2024-12-10,"['Basic Support', 'Birthday Reward']",4990
683,9663,Bronze,521,1286,2024-10-17,"['Basic Support', 'Birthday Reward']",8898
684,776,Platinum,2179,2352,2024-11-12,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",603
685,4819,Bronze,1980,571,2024-10-23,"['Basic Support', 'Birthday Reward']",6228
686,4757,Platinum,4057,1986,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",6828
687,908,Gold,3127,1569,2024-10-07,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",2466
688,1531,Gold,2714,2914,2024-10-11,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",1331
689,6054,Silver,1336,2189,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5201
690,7246,Silver,4611,1084,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",10773
691,7713,Silver,4858,935,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",11636
692,6824,Gold,4411,2963,2024-11-26,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",8272
693,4477,Gold,3525,2864,2024-11-07,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5138
694,3996,Bronze,3598,1905,,"['Basic Support', 'Birthday Reward']",5689
695,8792,Bronze,4581,2802,,"['Basic Support', 'Birthday Reward']",10571
696,3459,Silver,273,1056,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",2676
697,1525,Bronze,2264,400,2024-10-21,"['Basic Support', 'Birthday Reward']",3389
698,8721,Bronze,2477,607,2024-10-08,"['Basic Support', 'Birthday Reward']",10591
699,4926,Platinum,1250,1270,2024-11-25,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",4906
700,9184,Bronze,4371,2314,2024-10-15,"['Basic Support', 'Birthday Reward']",11241
701,4985,Bronze,4922,2868,2024-09-21,"['Basic Support', 'Birthday Reward']",7039
702,1685,Platinum,4842,2875,2024-11-01,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",3652
703,867,Silver,3026,850,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3043
704,6708,Platinum,1516,1977,2024-12-11,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",6247
705,3777,Gold,2003,2520,2024-10-03,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",3260
706,2276,Bronze,1355,2859,,"['Basic Support', 'Birthday Reward']",772
707,658,Bronze,1871,1001,2024-09-25,"['Basic Support', 'Birthday Reward']",1528
708,5437,Platinum,4795,1968,2024-12-02,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",8264
709,6693,Bronze,2065,2151,,"['Basic Support', 'Birthday Reward']",6607
710,8783,Silver,73,741,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",8115
711,1591,Platinum,1145,1050,2024-11-06,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",1686
712,6952,Bronze,2743,2552,2024-10-06,"['Basic Support', 'Birthday Reward']",7143
713,5318,Bronze,466,2470,,"['Basic Support', 'Birthday Reward']",3314
714,8945,Platinum,774,2998,2024-12-04,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",6721
715,6657,Platinum,1566,714,2024-12-12,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7509
716,1948,Silver,3068,1104,2024-10-22,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3912
717,5856,Silver,622,1099,2024-12-05,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5379
718,6809,Bronze,48,992,2024-10-11,"['Basic Support', 'Birthday Reward']",5865
719,8068,Gold,2807,1289,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",9586
720,5823,Bronze,2679,2068,2024-11-19,"['Basic Support', 'Birthday Reward']",6434
721,4830,Silver,1122,716,2024-11-26,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5236
722,4692,Bronze,2621,2681,2024-12-05,"['Basic Support', 'Birthday Reward']",4632
723,6407,Bronze,3980,2772,2024-09-15,"['Basic Support', 'Birthday Reward']",7615
724,4513,Bronze,2674,2599,,"['Basic Support', 'Birthday Reward']",4588
725,6929,Gold,705,2057,2024-11-01,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",5577
726,2073,Platinum,1551,2744,2024-11-14,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",880
727,4613,Bronze,3024,1964,,"['Basic Support', 'Birthday Reward']",5673
728,9359,Bronze,3371,436,2024-09-17,"['Basic Support', 'Birthday Reward']",12294
729,7703,Silver,4654,1787,2024-10-28,"['Priority Support', 'Free Shipping', 'Birthday Reward']",10570
730,5059,Bronze,1663,1268,,"['Basic Support', 'Birthday Reward']",5454
731,4953,Silver,2330,2623,2024-11-16,"['Priority Support', 'Free Shipping', 'Birthday Reward']",4660
732,3636,Bronze,1829,1227,,"['Basic Support', 'Birthday Reward']",4238
733,1490,Silver,1501,1027,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1964
734,7277,Bronze,2803,1349,2024-09-14,"['Basic Support', 'Birthday Reward']",8731
735,2249,Bronze,2322,11,2024-11-17,"['Basic Support', 'Birthday Reward']",4560
736,1386,Silver,3631,2854,2024-09-21,"['Priority Support', 'Free Shipping', 'Birthday Reward']",2163
737,4387,Bronze,2455,871,,"['Basic Support', 'Birthday Reward']",5971
738,4715,Platinum,4199,2846,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",6068
739,2229,Gold,2774,713,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",4290
740,3080,Bronze,4540,1839,2024-11-23,"['Basic Support', 'Birthday Reward']",5781
741,2501,Platinum,995,2823,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",673
742,5797,Gold,4982,246,2024-11-08,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",10533
743,629,Silver,307,2341,2024-12-10,"['Priority Support', 'Free Shipping', 'Birthday Reward']",-1405
744,7411,Bronze,2058,1363,2024-09-22,"['Basic Support', 'Birthday Reward']",8106
745,1349,Platinum,2120,1207,2024-11-29,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",2262
746,2863,Bronze,4592,1876,2024-10-26,"['Basic Support', 'Birthday Reward']",5579
747,6125,Gold,4517,532,2024-12-10,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",10110
748,3790,Platinum,4363,612,2024-11-01,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",7541
749,8052,Silver,4286,1976,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",10362
750,1038,Gold,927,1477,2024-12-09,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",488
751,5501,Silver,4669,2624,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7546
752,5304,Silver,2305,481,2024-11-29,"['Priority Support', 'Free Shipping', 'Birthday Reward']",7128
753,9229,Gold,2654,2871,,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",9012
754,5354,Platinum,4046,129,2024-10-29,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9271
755,2565,Gold,636,1739,2024-11-01,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",1462
756,936,Silver,453,383,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",1006
757,4280,Bronze,4732,2692,2024-12-04,"['Basic Support', 'Birthday Reward']",6320
758,6804,Platinum,3937,1044,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",9697
759,2983,Silver,2332,2962,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",2353
760,4206,Bronze,4071,1429,2024-12-12,"['Basic Support', 'Birthday Reward']",6848
761,8246,Gold,4843,125,2024-10-22,"['Premium Support', 'Free Shipping', 'Birthday Reward', 'Early Access']",12964
762,6730,Silver,2122,2970,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",5882
763,9140,Silver,1056,1319,,"['Priority Support', 'Free Shipping', 'Birthday Reward']",8877
764,7232,Platinum,877,2481,2024-09-18,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5628
765,5792,Silver,304,2160,2024-10-12,"['Priority Support', 'Free Shipping', 'Birthday Reward']",3936
766,3169,Platinum,2553,427,2024-10-13,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",5295
767,8730,Platinum,4606,22,,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",13314
768,895,Platinum,575,2142,2024-10-12,"['Concierge Support', 'Free Shipping', 'Birthday Reward', 'Early Access', 'VIP Events']",-672
